Ценовая зона;Категория;Артикул;Названия артикула;Вложение;Цена без НДС;Цена с НДС;Дата старта;Дата завершения;
Sochi;Grocery;469749;150Г МОЛОКО СУХОЕ 26% РАСПАК БЗМЖ;1;144,13;158,54;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;574026;2КГ МУКА ФРАНЦУЗСКАЯ ШТУЧКА ПШЕНИЧНАЯ ЦЕЛЬНОЗЕРНОВАЯ;1;100,22;110,24;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;574060;1КГ МУКА MOLINO GRASSI Д_ПИЦЦЫ;1;176,97;194,67;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;574061;1КГ МУКА MOLINO GRASSI МАНИТОБА ИЗ МЯГК СОРТОВ ПШЕНИЦЫ;1;201,69;221,86;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;574062;1КГ МУКА MOLINO GRASSI ИЗ ТВЕРДЫХ СОРТОВ ПШЕНИЦЫ;1;196,26;215,89;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;500606;250Г МАКАРОНЫ DALLA COSTA ТАЧКИ DISNEY;1;170,87;187,96;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;469751;150Г ПАНИРОВОЧНЫЕ СУХАРИ РАСПАК;1;31,02;34,12;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;500604;250Г МАКАРОНЫ DALLA COSTA ПРИНЦЕССА DISNEY;1;170,87;187,96;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;498284;810МЛ МАСЛО КУКУРУЗНОЕ ALTERO;1;209,04;229,94;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;498284;810МЛ МАСЛО КУКУРУЗНОЕ ALTERO;1;209,04;229,94;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;125302;10КГ МУКА LE 5 STAGIONI СЕМОЛА;1;2676,9;2944,59;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;125292;450Г МАКАРОНЫ MALTAGLIATI СПИРАЛЬ;1;80,08;88,09;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;125292;450Г МАКАРОНЫ MALTAGLIATI СПИРАЛЬ;1;80,08;88,09;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;125292;450Г МАКАРОНЫ MALTAGLIATI СПИРАЛЬ;1;80,08;88,09;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;125291;450Г МАКАРОНЫ MALTAGLIATI ПЕРЬЯ;1;90,58;99,64;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125290;450Г МАКАРОНЫ MALTAGLIATI РАКУШКА МЕЛКАЯ;1;90,58;99,64;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125289;450Г МАКАРОНЫ MALTAGLIATI РОЖКИ;1;80,08;88,09;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;125289;450Г МАКАРОНЫ MALTAGLIATI РОЖКИ;1;80,08;88,09;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;125289;450Г МАКАРОНЫ MALTAGLIATI РОЖКИ;1;80,08;88,09;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;125288;450Г МАКАРОНЫ MALTAGLIATI СПАГЕТТИ КЛАССИЧЕСКИЕ;1;90,58;99,64;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125287;450Г МАКАРОНЫ MALTAGLIATI СПАГЕТТИ ТОНКИЕ;1;90,58;99,64;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;496227;25Г КОРИЦА KOTANYI МОЛОТАЯ;1;53,29;63,95;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;125258;500Г РИС METRO CHEF БАСМАТИ СОРТ ЭКСТРА;1;123,13;135,44;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125257;3КГ РИС METRO CHEF БАСМАТИ СОРТ ЭКСТРА;1;748,13;822,94;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;469751;150Г ПАНИРОВОЧНЫЕ СУХАРИ РАСПАК;1;31,02;34,12;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;212375;375МЛ СИРОП THE MAPLE TREAT CORP КЛЕНОВЫЙ 100%;1;1161,99;1394,39;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;469751;150Г ПАНИРОВОЧНЫЕ СУХАРИ РАСПАК;1;31,02;34,12;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;212375;375МЛ СИРОП THE MAPLE TREAT CORP КЛЕНОВЫЙ 100%;1;1161,99;1394,39;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;206028;5Л МАСЛО ПОДСОЛНЕЧНОЕ METRO CHEF Д_ФРИТЮРА РАФИНИР;1;570,25;627,28;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;206028;5Л МАСЛО ПОДСОЛНЕЧНОЕ METRO CHEF Д_ФРИТЮРА РАФИНИР;1;570,25;627,28;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;469753;500Г КРАХМАЛ КАРТОФЕЛЬНЫЙ РАСПАК;1;96,14;115,37;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;469773;25Г ШОКОЛАДНАЯ СТРУЖКА ПАРФЭ;1;82,16;98,59;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;591532;1000Г МАКАРОНЫ 3 GLOCKEN ТРУБОЧКИ КОРОТКИЕ;1;495,41;544,95;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;469773;25Г ШОКОЛАДНАЯ СТРУЖКА ПАРФЭ;1;82,16;98,59;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;469773;25Г ШОКОЛАДНАЯ СТРУЖКА ПАРФЭ;1;82,16;98,59;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;469782;250Г МАКАРОНЫ 3 GLOCKEN АЛФАВИТ;1;102,13;112,34;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;469782;250Г МАКАРОНЫ 3 GLOCKEN АЛФАВИТ;1;102,13;112,34;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;206075;10КГ МУКА LE 5 STAGIONI КЛАССИЧЕСКАЯ;1;2050,64;2255,7;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206076;10КГ МУКА LE 5 STAGIONI МАНИТОБА;1;2331,55;2564,71;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206077;310Г ГОТОВЫЙ ЗАВТРАК ХРУТКА МЕДОВЫЕ ЛУНЫ КОРОБКА;1;170,87;187,96;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206078;425Г ГОТОВЫЙ ЗАВТРАК ХРУТКА МЕДОВЫЕ ЛУНЫ ПАКЕТ;1;217,16;238,88;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206085;450Г МАКАРОНЫ METRO CHEF ВЕРМИШЕЛЬ;1;37,83;41,61;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206086;450Г МАКАРОНЫ METRO CHEF ПЕРЬЯ РИФЛЕНЫЕ;1;37,83;41,61;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206087;450Г МАКАРОНЫ METRO CHEF РАКУШКИ РИФЛЕНЫЕ;1;37,69;41,46;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;206087;450Г МАКАРОНЫ METRO CHEF РАКУШКИ РИФЛЕНЫЕ;1;37,69;41,46;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;206088;450Г МАКАРОНЫ METRO CHEF РОЖКИ РИФЛЕНЫЕ;1;37,83;41,61;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206089;450Г МАКАРОНЫ METRO CHEF СПАГЕТТИ;1;37,27;41;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125256;3КГ БУЛГУР METRO CHEF;1;467,25;513,98;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;212375;375МЛ СИРОП THE MAPLE TREAT CORP КЛЕНОВЫЙ 100%;1;1161,99;1394,39;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;496227;25Г КОРИЦА KOTANYI МОЛОТАЯ;1;53,29;63,95;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;206311;900МЛ МАСЛО ПОДСОЛНЕЧНОЕ ARO РАФИНИРОВАННОЕ ДЕЗОДОР;1;74,07;81,48;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;206312;5Л МАСЛО ПОДСОЛНЕЧНОЕ ARO РАФИНИРОВАННОЕ ДЕЗОДОР;1;439,15;483,07;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;469782;250Г МАКАРОНЫ 3 GLOCKEN АЛФАВИТ;1;102,13;112,34;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;469789;500Г МАКАРОНЫ 3 GLOCKEN ЛАПША ГНЕЗДА;1;248,49;273,34;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;469789;500Г МАКАРОНЫ 3 GLOCKEN ЛАПША ГНЕЗДА;1;248,49;273,34;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;469789;500Г МАКАРОНЫ 3 GLOCKEN ЛАПША ГНЕЗДА;1;248,49;273,34;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;116647;500Г КОКОСОВАЯ СТРУЖКА 65% VAL'DE ФАЙН;1;222,3;266,76;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;116698;500Г МАКАРОНЫ МАКФА ВЕРМИШЕЛЬ ДЛИННАЯ ТОМАТ;1;73,41;80,75;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;116700;1КГ МУКА MAKFA РЖАНАЯ ХЛЕБОПЕКАРНАЯ;1;54,32;59,75;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;285055;2Л МАСЛО ОЛИВКОВОЕ ARO EXTRA VIRGIN;1;1047,79;1152,57;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;284879;2КГ КРУПА МИСТРАЛЬ ГРЕЧНЕВАЯ;1;235,78;259,36;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;116700;1КГ МУКА MAKFA РЖАНАЯ ХЛЕБОПЕКАРНАЯ;1;54,32;59,75;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;282911;1КГ ШОКОЛАД ГОРЬКИЙ 72% METRO CHEF;1;780,22;936,26;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;282909;1КГ ШОКОЛАД 60% METRO CHEF ГОРЬКИЙ;1;926,12;1111,34;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;282908;1КГ ШОКОЛАД 33% METRO CHEF МОЛОЧНЫЙ;1;943,28;1131,94;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;282907;1КГ ШОКОЛАД METRO CHEF БЕЛЫЙ;1;771,65;925,98;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;469793;500Г МАКАРОНЫ 3 GLOCKEN КЛЕЦКИ;1;304,5;334,95;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206625;35Г КРИСПЫ R.A.W.LIFE КОКОС_КАРАМЕЛЬ Б_ГЛЮТЕНА_САХАР;1;79,85;95,82;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206626;35Г КРИСПЫ R.A.W.LIFE КОКОС_МАНГО Б_ГЛЮТЕНА_САХАРА;1;79,85;95,82;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206630;220Г ГРАНОЛА ПРОТЕИНОВАЯ R.A.W.LIFE КОКОС_БАНАН;1;261,25;287,38;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206633;220Г ГРАНОЛА ПРОТЕИНОВАЯ R.A.W.LIFE ЯГОДЫ Б_ГЛЮТ_САХ;1;261,25;287,38;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;206654;47Г БАТОНЧИК R.A.W. LIFE ОРЕХ-ФРУКТОВ СОЛЕН КАРАМЕЛЬ;1;76,55;91,86;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;116700;1КГ МУКА MAKFA РЖАНАЯ ХЛЕБОПЕКАРНАЯ;1;54,32;59,75;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;469795;500Г ЛАПША 3 GLOCKEN МЕЛКАЯ БЕЗ ДОБАВЛЕНИЯ ЯИЦ;1;204,28;224,71;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;212314;500Г ЖЕЛАТИН ПИЩЕВОЙ DR.BAKERS 220 БЛУМ;1;868,81;1042,57;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;212314;500Г ЖЕЛАТИН ПИЩЕВОЙ DR.BAKERS 220 БЛУМ;1;868,81;1042,57;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;119021;2КГ МУКА METRO CHEF ПШЕНИЧНАЯ ХЛЕБОПЕКАРНАЯ В_С;1;79,58;87,54;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;64908;900Г РИС МИСТРАЛЬ КРАСНОДАР;1;130,78;143,86;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;581048;450Г КИНОА НАЦИОНАЛЬ;1;161,32;177,45;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;590927;500Г МАКАРОНЫ LA MOLISANA СПАГЕТТИ КВАДРАТНЫЕ;1;176,59;194,25;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;590927;500Г МАКАРОНЫ LA MOLISANA СПАГЕТТИ КВАДРАТНЫЕ;1;176,59;194,25;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;590927;500Г МАКАРОНЫ LA MOLISANA СПАГЕТТИ КВАДРАТНЫЕ;1;176,59;194,25;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;469795;500Г ЛАПША 3 GLOCKEN МЕЛКАЯ БЕЗ ДОБАВЛЕНИЯ ЯИЦ;1;204,28;224,71;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;278386;630Г ШОКОЛАДНАЯ ПАСТА NUTELLA;1;515,37;618,44;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;469795;500Г ЛАПША 3 GLOCKEN МЕЛКАЯ БЕЗ ДОБАВЛЕНИЯ ЯИЦ;1;204,28;224,71;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;470241;12Г ДРОЖЖИ САФ-МОМЕНТ ДЛЯ ПИЦЦЫ;1;13,04;15,65;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;277751;900Г КРУПА МИСТРАЛЬ ГРЕЧНЕВАЯ;1;84,18;92,6;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;61129;250Г МАКАРОНЫ BARILLA ПАППАРДЕЛЛЕ ЯИЧНЫЕ;1;253,91;279,3;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;117189;1КГ САХАР ARO ТС2;1;71,07;78,18;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;470243;11Г ДРОЖЖИ СУХИЕ САФ-МОМЕНТ;1;12,79;15,35;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;61129;250Г МАКАРОНЫ BARILLA ПАППАРДЕЛЛЕ ЯИЧНЫЕ;1;253,91;279,3;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;471090;900Г РИС ARO ДЛИННОЗЕРНЫЙ;1;88,86;97,75;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;471112;500Г ХЛОПЬЯ ГЕРКУЛЕС РУССКИЙ ПРОДУКТ ТРАДИЦИОННЫЙ;1;62,91;69,2;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;471112;500Г ХЛОПЬЯ ГЕРКУЛЕС РУССКИЙ ПРОДУКТ ТРАДИЦИОННЫЙ;1;62,91;69,2;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;471113;420Г ХЛОПЬЯ ГЕРКУЛЕС РУССКИЙ ПРОДУКТ Б_П;1;67,67;74,44;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;471113;420Г ХЛОПЬЯ ГЕРКУЛЕС РУССКИЙ ПРОДУКТ Б_П;1;67,67;74,44;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;61128;500Г МАКАРОНЫ BARILLA ОРЕКЬЕТТЕ;1;245,32;269,85;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;589517;600Г МУКА GARNEC УНИВЕРСАЛЬНАЯ БЕЗ ГЛЮТЕНА;1;132,12;158,54;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;589517;600Г МУКА GARNEC УНИВЕРСАЛЬНАЯ БЕЗ ГЛЮТЕНА;1;132,12;158,54;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;589517;600Г МУКА GARNEC УНИВЕРСАЛЬНАЯ БЕЗ ГЛЮТЕНА;1;132,12;158,54;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;589513;250Г ЛИМОННАЯ КИСЛОТА HAAS;1;65,54;78,65;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;589513;250Г ЛИМОННАЯ КИСЛОТА HAAS;1;65,54;78,65;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;589513;250Г ЛИМОННАЯ КИСЛОТА HAAS;1;65,54;78,65;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;273484;28Г КОНФИТЮР КЛУБНИКА ДАРБО;5;191,62;229,94;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;588351;1КГ МЮСЛИ METRO CHEF ХРУСТЯЩИЕ С ОРЕХАМИ;1;259,37;285,31;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;588351;1КГ МЮСЛИ METRO CHEF ХРУСТЯЩИЕ С ОРЕХАМИ;1;259,37;285,31;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;588347;1КГ МЮСЛИ METRO CHEF ХРУСТЯЩИЕ С КУСОЧКАМИ ФРУКТОВ;1;259,37;285,31;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;588347;1КГ МЮСЛИ METRO CHEF ХРУСТЯЩИЕ С КУСОЧКАМИ ФРУКТОВ;1;259,37;285,31;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;587770;450Г ХЛОПЬЯ ГЕРКУЛЕС РУССКИЙ ПРОДУКТ НЕЖНЫЙ;1;73,41;80,75;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;587770;450Г ХЛОПЬЯ ГЕРКУЛЕС РУССКИЙ ПРОДУКТ НЕЖНЫЙ;1;73,41;80,75;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;587770;450Г ХЛОПЬЯ ГЕРКУЛЕС РУССКИЙ ПРОДУКТ НЕЖНЫЙ;1;73,41;80,75;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;273481;28Г КОНФИТЮР ЧЁРНАЯ ВИШНЯ ДАРБО;5;191,62;229,94;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;117235;2КГ БУЛГУР МИСТРАЛЬ;1;294,96;324,46;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;117236;2КГ ГРЕЧКА МИСТРАЛЬ ФЕРМЕРСКАЯ;1;252;277,2;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;64918;900Г КРУПА МИСТРАЛЬ ПЕРЛОВАЯ;1;65,77;72,35;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;64921;400Г ХЛОПЬЯ МИСТРАЛЬ ИЗ ПОЛБЫ;1;83,91;92,3;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;585767;450Г МАКАРОНЫ ШЕБЕКИНСКИЕ СПАГЕТТИНИ;1;56,23;61,85;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;585767;450Г МАКАРОНЫ ШЕБЕКИНСКИЕ СПАГЕТТИНИ;1;56,23;61,85;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;117236;2КГ ГРЕЧКА МИСТРАЛЬ ФЕРМЕРСКАЯ;1;252;277,2;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;117668;900МЛ МАСЛО ПОДСОЛНЕЧНОЕ СВЕТЛИЦА РАФИН ДЕЗОДОР;1;80,43;88,47;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;117758;400Г ДЖЕМ МАХЕЕВЪ АПЕЛЬСИНОВЫЙ;1;174,12;208,94;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;269426;450Г ЧЕЧЕВИЦА МИСТРАЛЬ ЗЕЛЁНАЯ КРУПНАЯ;1;89,91;98,9;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;64921;400Г ХЛОПЬЯ МИСТРАЛЬ ИЗ ПОЛБЫ;1;83,91;92,3;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;584938;1Л МАСЛО ПОДСОЛНЕЧНОЕ СЛОБОДA С ДОБАВ ОЛИВК МАСЛА;1;124,09;136,5;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;584311;16Г РАЗРЫХЛИТ ВАНИЛ DR.OETKER;1;23,62;28,34;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125221;1КГ ЧЕСНОК SPICEEXPERT ГРАНУЛИРОВАННЫЙ;1;596,57;715,88;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125220;1КГ ПРИПРАВА SPICEEXPERT ДЛЯ КУРИЦЫ;1;239,48;287,38;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;125220;1КГ ПРИПРАВА SPICEEXPERT ДЛЯ КУРИЦЫ;1;239,48;287,38;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;125218;1КГ ПЕРЕЦ SPICEEXPERT ЧЕРНЫЙ МОЛОТЫЙ;1;634,3;761,16;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;125215;1КГ ПЕРЕЦ SPICEEXPERT ЧЕРНЫЙ ГОРОШЕК;1;939,93;1127,92;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125214;1КГ ПАПРИКА SPICEEXPERT ASTA-150 СЛАДКАЯ МОЛОТАЯ;1;471,21;565,45;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125213;100Г ЛАВРОВЫЙ ЛИСТ SPICEEXPERT;1;161,88;194,26;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;125207;500Г МУКА MAKFA ПОЛБЯНАЯ;1;99,28;109,21;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;269426;450Г ЧЕЧЕВИЦА МИСТРАЛЬ ЗЕЛЁНАЯ КРУПНАЯ;1;89,91;98,9;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;269426;450Г ЧЕЧЕВИЦА МИСТРАЛЬ ЗЕЛЁНАЯ КРУПНАЯ;1;89,91;98,9;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;269413;500Г САХАР МИСТРАЛЬ КОРИЧНЕВЫЙ КУСКОВОЙ;1;251,89;277,08;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;269398;500Г ГОРОХ МИСТРАЛЬ ЖЁЛТЫЙ КОЛОТЫЙ;1;64,82;71,3;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;269398;500Г ГОРОХ МИСТРАЛЬ ЖЁЛТЫЙ КОЛОТЫЙ;1;64,82;71,3;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;269398;500Г ГОРОХ МИСТРАЛЬ ЖЁЛТЫЙ КОЛОТЫЙ;1;64,82;71,3;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;231103;5Л МАСЛО ARO ОЛИВКОВОЕ EV;1;1989,29;2188,22;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;231103;5Л МАСЛО ARO ОЛИВКОВОЕ EV;1;1989,29;2188,22;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;495142;1Л МАСЛО ПОДСОЛНЕЧНОЕ СЛОБОДА;1;111,68;122,85;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;265238;354МЛ КЛЕНОВЫЙ СИРОП COOMBS FAMILY FARMS 100%;1;1161,98;1394,38;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;265238;354МЛ КЛЕНОВЫЙ СИРОП COOMBS FAMILY FARMS 100%;1;1161,98;1394,38;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;265238;354МЛ КЛЕНОВЫЙ СИРОП COOMBS FAMILY FARMS 100%;1;1161,98;1394,38;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;231420;450Г ПРИПРАВА METRO CHEF ИТАЛЬЯНСКАЯ КУХНЯ;1;481,5;577,8;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;231436;500Г ПАПРИКА METRO CHEF МОЛОТАЯ СЛАДКАЯ;1;385,4;462,48;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;231440;800Г ПРИПРАВА METRO CHEF ДЛЯ КУРИЦЫ;1;308,12;369,74;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;492875;5КГ ЧЕЧЕВИЦА МИСТРАЛЬ КРАСНАЯ ПЕРСИДСКАЯ;1;1182,97;1301,27;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;124925;220Г ПОДУШЕЧКИ ЛЮБЯТОВО МОЛOЧНАЯ НАЧИНКА;1;113,59;124,95;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;211945;450Г МАКАРОНЫ METRO CHEF ПТИТИМ;1;102,06;112,27;14 Sept 2023;20 Sept 2023;
Sochi;Grocery;211944;450Г МАКАРОНЫ METRO CHEF ОРЗО;1;113,3;124,63;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;211944;450Г МАКАРОНЫ METRO CHEF ОРЗО;1;113,3;124,63;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;118081;1КГ МИНДАЛЬНЫЕ ЛЕПЕСТКИ VAL'DE ПЭТ ВЕДРО;1;1357,9;1629,48;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;118081;1КГ МИНДАЛЬНЫЕ ЛЕПЕСТКИ VAL'DE ПЭТ ВЕДРО;1;1357,9;1629,48;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;118089;500Г РИС METRO CHEF ДИКИЙ;1;514,5;565,95;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;118089;500Г РИС METRO CHEF ДИКИЙ;1;514,5;565,95;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;118089;500Г РИС METRO CHEF ДИКИЙ;1;514,5;565,95;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;124925;220Г ПОДУШЕЧКИ ЛЮБЯТОВО МОЛOЧНАЯ НАЧИНКА;1;113,59;124,95;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;124925;220Г ПОДУШЕЧКИ ЛЮБЯТОВО МОЛOЧНАЯ НАЧИНКА;1;113,59;124,95;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;124926;220Г ПОДУШЕЧКИ ЛЮБЯТОВО ШОКОЛАДНАЯ НАЧИНКА;1;113,59;124,95;16 Sept 2023;13 Oct 2023;
Sochi;Grocery;124926;220Г ПОДУШЕЧКИ ЛЮБЯТОВО ШОКОЛАДНАЯ НАЧИНКА;1;113,59;124,95;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;124926;220Г ПОДУШЕЧКИ ЛЮБЯТОВО ШОКОЛАДНАЯ НАЧИНКА;1;113,59;124,95;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;119430;180Г УКСУСНАЯ КИСЛОТА АБРИКО ПИЩЕВАЯ СТЕКЛ_БУТ;1;46,28;55,54;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;491405;5Л МАСЛО ПОДСОЛНЕЧНОЕ BUNGE PROCUISINE;1;663,89;730,28;7 Sept 2023;4 Oct 2023;
Sochi;Grocery;481230;12Г РАЗРЫХ-ТЕЛЬ С ШАФР DR.BAKERS;1;23,61;28,33;23 Aug 2023;19 Sept 2023;
Sochi;Grocery;257368;100Г БУЛЬОН РОЛЛТОН ПО-ДОМАШНЕМУ КУРИНЫЙ;1;25,28;27,81;23 Aug 2023;19 Sept 2023;
